family,model_name,distance,method,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,split
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5239572997293002,0.7549828589651598,0.3417085427135678,0.7117117117117117,0.3674418604651163,0.6991150442477876,0.7015985790408525,0.48466257668711654,0.41082675595949913,rep0_fold1
Distance-based functional,centroid,cosine,centroid + cosine,0.523254651472717,0.7547835446065534,0.30150753768844224,0.7117117117117117,0.3674418604651163,0.6991150442477876,0.7015985790408525,0.48466257668711654,0.41082675595949913,rep0_fold1
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5581595352978739,0.7738778601610459,0.32663316582914576,0.7117117117117117,0.398989898989899,0.7367256637168141,0.7317939609236235,0.511326860841424,0.4484373754285258,rep0_fold1
Distance-based functional,centroid,correlation,centroid + correlation,0.38462789058309177,0.6739017778840787,0.3768844221105528,0.7567567567567568,0.267515923566879,0.4911504424778761,0.5435168738898757,0.3952941176470588,0.2479071992346329,rep0_fold1
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7276510876533235,0.8440172632245803,0.20603015075376885,0.6785714285714286,0.6333333333333333,0.9024390243902439,0.8579040852575488,0.6551724137931034,0.5810104529616726,rep0_fold2
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7277502638229998,0.84405685777637,0.21105527638190955,0.6875,0.6363636363636364,0.9024390243902439,0.8596802841918295,0.6609442060085837,0.5899390243902438,rep0_fold2
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.820047368479059,0.8944508235666773,0.20603015075376885,0.8035714285714286,0.72,0.9223946784922394,0.8987566607460036,0.759493670886076,0.725966107063668,rep0_fold2
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5171895412874352,0.7100787931580613,0.2613065326633166,0.4375,0.5697674418604651,0.917960088691796,0.822380106571936,0.494949494949495,0.355460088691796,rep0_fold2
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5652864187507637,0.7971769084573962,0.3768844221105528,0.7589285714285714,0.39351851851851855,0.7095343680709535,0.7193605683836589,0.5182926829268293,0.468462939499525,rep0_fold2
Distance-based functional,centroid,cosine,centroid + cosine,0.5647698186949182,0.7969393411466581,0.32160804020100503,0.7589285714285714,0.39351851851851855,0.7095343680709535,0.7193605683836589,0.5182926829268293,0.468462939499525,rep0_fold2
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5970474415478825,0.8311490338929364,0.34673366834170855,0.7678571428571429,0.42786069651741293,0.7450110864745011,0.7495559502664298,0.549520766773163,0.512868229331644,rep0_fold2
Distance-based functional,centroid,correlation,centroid + correlation,0.3555708689445606,0.6777201457079506,0.3919597989949749,0.7410714285714286,0.2721311475409836,0.5077605321507761,0.5541740674955595,0.3980815347721823,0.2488319607222047,rep0_fold2
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7661342762865904,0.8862547513462148,0.24623115577889448,0.7053571428571429,0.7314814814814815,0.9356984478935698,0.8898756660746003,0.7181818181818181,0.6410555907507127,rep0_fold3
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7644174363109301,0.8859577922077921,0.24120603015075376,0.7053571428571429,0.6991150442477876,0.9246119733924612,0.8809946714031972,0.7022222222222222,0.6299691162496042,rep0_fold3
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8326499950874073,0.9083980044345898,0.3919597989949749,0.8035714285714286,0.8571428571428571,0.9667405764966741,0.9342806394316163,0.8294930875576036,0.7703120050681027,rep0_fold3
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.513907158625839,0.7217294900221729,0.24120603015075376,0.41964285714285715,0.5,0.8957871396895787,0.8010657193605684,0.4563106796116505,0.3154299968324359,rep0_fold3
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5238562062536835,0.772450110864745,0.34673366834170855,0.7142857142857143,0.39408866995073893,0.7272727272727273,0.7246891651865008,0.5079365079365079,0.4415584415584415,rep0_fold3
Distance-based functional,centroid,cosine,centroid + cosine,0.5235301997752676,0.7722125435540068,0.31155778894472363,0.7053571428571429,0.3910891089108911,0.7272727272727273,0.7229129662522202,0.5031847133757962,0.4326298701298703,rep0_fold3
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5640050520588189,0.795632720937599,0.3417085427135678,0.7321428571428571,0.4385026737967914,0.7671840354767184,0.7602131438721137,0.5484949832775919,0.4993268926195755,rep0_fold3
Distance-based functional,centroid,correlation,centroid + correlation,0.3452890867433903,0.6579228698131137,0.4221105527638191,0.6607142857142857,0.27007299270072993,0.5565410199556541,0.5772646536412078,0.38341968911917096,0.21725530566993978,rep0_fold3
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.686485043030363,0.8202011403230915,0.23618090452261306,0.6964285714285714,0.6964285714285714,0.9246119733924612,0.8792184724689165,0.6964285714285714,0.6210405448210325,rep0_fold4
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.6865709530984149,0.8202209375989864,0.24623115577889448,0.6964285714285714,0.6782608695652174,0.917960088691796,0.8738898756660746,0.6872246696035242,0.6143886601203674,rep0_fold4
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.742960679168297,0.8567568102629077,0.23618090452261306,0.7410714285714286,0.7033898305084746,0.9223946784922394,0.8863232682060391,0.7217391304347827,0.663466107063668,rep0_fold4
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5797829613467372,0.7400320715869497,0.22613065326633167,0.5535714285714286,0.5636363636363636,0.893569844789357,0.8259325044404974,0.5585585585585585,0.4471412733607856,rep0_fold4
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5011953575369913,0.7473471650300918,0.35175879396984927,0.6875,0.4117647058823529,0.7560975609756098,0.7424511545293073,0.5150501672240803,0.44359756097560976,rep0_fold4
Distance-based functional,centroid,cosine,centroid + cosine,0.5007359636898854,0.7471095977193537,0.31155778894472363,0.6875,0.41397849462365593,0.7583148558758315,0.7442273534635879,0.5167785234899329,0.4458148558758315,rep0_fold4
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5278205854138283,0.7561569528032943,0.3316582914572864,0.6875,0.4425287356321839,0.7849223946784922,0.7655417406749556,0.5384615384615384,0.47242239467849223,rep0_fold4
Distance-based functional,centroid,correlation,centroid + correlation,0.3873237345759325,0.6914594551789673,0.4120603015075377,0.6964285714285714,0.3058823529411765,0.6075388026607539,0.6252220248667851,0.4250681198910082,0.3039673740893254,rep0_fold4
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7147666927970933,0.8604600175396635,0.38190954773869346,0.6126126126126126,0.7640449438202247,0.9535398230088495,0.8863232682060391,0.68,0.5661524356214622,rep1_fold0
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7141455604567801,0.8602806346169177,0.36180904522613067,0.6126126126126126,0.7640449438202247,0.9535398230088495,0.8863232682060391,0.68,0.5661524356214622,rep1_fold0
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8015033683431435,0.8853244837758112,0.23115577889447236,0.7837837837837838,0.7631578947368421,0.9402654867256637,0.9094138543516874,0.7733333333333333,0.7240492705094475,rep1_fold0
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.481000518816354,0.7333273539025751,0.2562814070351759,0.4144144144144144,0.575,0.9247787610619469,0.8241563055062167,0.4816753926701571,0.3391931754763613,rep1_fold0
Distance-based functional,centroid,euclidean,centroid + euclidean,0.45150616292334056,0.7200231204655984,0.34673366834170855,0.6486486486486487,0.3582089552238806,0.7146017699115044,0.7015985790408525,0.46153846153846156,0.36325041856015305,rep1_fold0
Distance-based functional,centroid,cosine,centroid + cosine,0.45143090959507765,0.7200231204655984,0.2964824120603015,0.6666666666666666,0.357487922705314,0.7057522123893806,0.6980461811722913,0.46540880503144655,0.3724188790560472,rep1_fold0
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.49888231207542716,0.7562784022961013,0.33668341708542715,0.6576576576576577,0.3924731182795699,0.75,0.7317939609236235,0.49158249158249157,0.4076576576576576,rep1_fold0
Distance-based functional,centroid,correlation,centroid + correlation,0.2923158923201504,0.6052977756517579,0.3969849246231156,0.6126126126126126,0.25,0.5486725663716814,0.5612788632326821,0.35509138381201044,0.16128517898429395,rep1_fold0
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.8080272719369916,0.8816570995774535,0.38190954773869346,0.7657657657657657,0.7142857142857143,0.9247787610619469,0.8934280639431617,0.7391304347826086,0.6905445268277126,rep1_fold1
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.8082561538564669,0.8817368253208961,0.36683417085427134,0.7657657657657657,0.7142857142857143,0.9247787610619469,0.8934280639431617,0.7391304347826086,0.6905445268277126,rep1_fold1
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.855139254893053,0.9035617475882962,0.23618090452261306,0.8198198198198198,0.7520661157024794,0.9336283185840708,0.911190053285968,0.7844827586206896,0.7534481384038907,rep1_fold1
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.6214436842905932,0.7680578808897393,0.23115577889447236,0.5585585585585585,0.5299145299145299,0.8783185840707964,0.8152753108348135,0.543859649122807,0.43687714262935495,rep1_fold1
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5388746218160954,0.8005261899067209,0.35678391959798994,0.7657657657657657,0.39351851851851855,0.7101769911504425,0.7211367673179396,0.5198776758409785,0.47594275691620824,rep1_fold1
Distance-based functional,centroid,cosine,centroid + cosine,0.5371491252189783,0.8001674240612294,0.32160804020100503,0.7657657657657657,0.39351851851851855,0.7101769911504425,0.7211367673179396,0.5198776758409785,0.47594275691620824,rep1_fold1
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5858953765958084,0.8270748624730926,0.3417085427135678,0.7927927927927928,0.4536082474226804,0.7654867256637168,0.7708703374777975,0.5770491803278689,0.5582795184565095,rep1_fold1
Distance-based functional,centroid,correlation,centroid + correlation,0.34619551897491896,0.688431794626485,0.38190954773869346,0.7747747747747747,0.2765273311897106,0.5022123893805309,0.5559502664298401,0.4075829383886256,0.27698716415530567,rep1_fold1
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7706882719581141,0.8731885492556224,0.3969849246231156,0.6875,0.7857142857142857,0.9534368070953437,0.9005328596802842,0.7333333333333333,0.6409368070953438,rep1_fold2
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7708650646859739,0.8732677383592018,0.38190954773869346,0.6875,0.7777777777777778,0.9512195121951219,0.8987566607460036,0.7298578199052133,0.6387195121951219,rep1_fold2
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8119055267609712,0.8937480202724106,0.24120603015075376,0.7678571428571429,0.7889908256880734,0.9490022172949002,0.9129662522202486,0.7782805429864253,0.7168593601520432,rep1_fold2
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5598519521557044,0.7160278745644598,0.2562814070351759,0.45535714285714285,0.5862068965517241,0.9201773835920177,0.827708703374778,0.5125628140703518,0.3755345264491605,rep1_fold2
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5917144031834097,0.7925839404497942,0.3768844221105528,0.7321428571428571,0.4039408866995074,0.7317073170731707,0.7317939609236235,0.5206349206349207,0.4638501742160277,rep1_fold2
Distance-based functional,centroid,cosine,centroid + cosine,0.5902505724062069,0.7923859676908458,0.32160804020100503,0.7321428571428571,0.40594059405940597,0.7339246119733924,0.7335701598579041,0.5222929936305732,0.46606746911624963,rep1_fold2
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.6006854310410371,0.8102035159961989,0.35175879396984927,0.75,0.45652173913043476,0.7782705099778271,0.7726465364120781,0.5675675675675675,0.5282705099778271,rep1_fold2
Distance-based functional,centroid,correlation,centroid + correlation,0.4544226849564298,0.6971610706366804,0.4371859296482412,0.7410714285714286,0.27759197324414714,0.5210643015521065,0.5648312611012434,0.40389294403892945,0.2621357301235352,rep1_fold2
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7370686175911532,0.8584593759898638,0.23618090452261306,0.6875,0.6875,0.9223946784922394,0.8756660746003553,0.6875,0.6098946784922394,rep1_fold3
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7369031497127884,0.8583999841621792,0.2763819095477387,0.6875,0.6875,0.9223946784922394,0.8756660746003553,0.6875,0.6098946784922394,rep1_fold3
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8012554091339987,0.8930353183401962,0.2914572864321608,0.7678571428571429,0.7610619469026548,0.9401330376940134,0.9058614564831261,0.7644444444444445,0.7079901805511564,rep1_fold3
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5844060572633019,0.7545929680076021,0.23618090452261306,0.5178571428571429,0.5132743362831859,0.8780487804878049,0.8063943161634103,0.5155555555555555,0.3959059233449478,rep1_fold3
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5617997863148035,0.7888620525815648,0.35678391959798994,0.7589285714285714,0.40476190476190477,0.7228381374722838,0.7300177619893428,0.5279503105590062,0.48176670890085527,rep1_fold3
Distance-based functional,centroid,cosine,centroid + cosine,0.56125792963617,0.7886244852708268,0.3165829145728643,0.7589285714285714,0.40476190476190477,0.7228381374722838,0.7300177619893428,0.5279503105590062,0.48176670890085527,rep1_fold3
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5982009178112685,0.80582831802344,0.33668341708542715,0.7589285714285714,0.44502617801047123,0.7649667405764967,0.7637655417406749,0.5610561056105611,0.523895312005068,rep1_fold3
Distance-based functional,centroid,correlation,centroid + correlation,0.35634679408652403,0.698903230915426,0.3869346733668342,0.7767857142857143,0.2797427652733119,0.5033259423503326,0.5577264653641207,0.41134751773049644,0.28011165663604687,rep1_fold3
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7148229756693186,0.8368506493506493,0.23115577889447236,0.6875,0.6470588235294118,0.9068736141906873,0.8632326820603907,0.6666666666666666,0.5943736141906872,rep1_fold4
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.715165107679245,0.8369496357301236,0.36683417085427134,0.6785714285714286,0.7102803738317757,0.9312638580931264,0.8809946714031972,0.6940639269406392,0.6098352866645551,rep1_fold4
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.7943022741312264,0.8881453911941717,0.21608040201005024,0.7767857142857143,0.75,0.9356984478935698,0.9040852575488455,0.7631578947368421,0.7124841621792841,rep1_fold4
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.49677750682650007,0.7097422394678491,0.21608040201005024,0.45535714285714285,0.4473684210526316,0.8603104212860311,0.7797513321492007,0.45132743362831856,0.3156675641431739,rep1_fold4
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5623429569377446,0.7866645549572379,0.33668341708542715,0.6785714285714286,0.4318181818181818,0.7782705099778271,0.7584369449378331,0.5277777777777778,0.4568419385492557,rep1_fold4
Distance-based functional,centroid,cosine,centroid + cosine,0.5614036894385094,0.7866051631295533,0.30150753768844224,0.6785714285714286,0.4318181818181818,0.7782705099778271,0.7584369449378331,0.5277777777777778,0.4568419385492557,rep1_fold4
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5880894047484334,0.8024825783972125,0.33668341708542715,0.6964285714285714,0.4727272727272727,0.8070953436807096,0.7850799289520426,0.5631768953068592,0.503523915109281,rep1_fold4
Distance-based functional,centroid,correlation,centroid + correlation,0.42317714745723123,0.7013778904022806,0.35175879396984927,0.6875,0.29056603773584905,0.5831485587583148,0.6039076376554174,0.40848806366047746,0.27064855875831473,rep1_fold4
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7291123962509038,0.8396217013473651,0.3969849246231156,0.6396396396396397,0.797752808988764,0.9601769911504425,0.8969804618117229,0.71,0.5998166307900821,rep2_fold0
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7292413539554291,0.8396615642190863,0.3919597989949749,0.6396396396396397,0.797752808988764,0.9601769911504425,0.8969804618117229,0.71,0.5998166307900821,rep2_fold0
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8043106929264415,0.864964522044168,0.23618090452261306,0.7477477477477478,0.7614678899082569,0.9424778761061947,0.9040852575488455,0.7545454545454545,0.6902256238539426,rep2_fold0
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.48831514069248205,0.6961552260224826,0.23618090452261306,0.4594594594594595,0.5151515151515151,0.8938053097345132,0.8081705150976909,0.4857142857142857,0.35326476919397276,rep2_fold0
Distance-based functional,centroid,euclidean,centroid + euclidean,0.4956699878545662,0.7408315395041057,0.33668341708542715,0.6576576576576577,0.35436893203883496,0.7057522123893806,0.6962699822380106,0.4605678233438486,0.3634098700470383,rep2_fold0
Distance-based functional,centroid,cosine,centroid + cosine,0.49381775164585034,0.7406322251454994,0.2964824120603015,0.6576576576576577,0.3526570048309179,0.7035398230088495,0.69449378330373,0.4591194968553459,0.36119748066650725,rep2_fold0
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5307706651316041,0.7658255600733477,0.3316582914572864,0.6576576576576577,0.40782122905027934,0.7654867256637168,0.7442273534635879,0.503448275862069,0.4231443833213744,rep2_fold0
Distance-based functional,centroid,correlation,centroid + correlation,0.34677225095822317,0.6420513433787769,0.4020100502512563,0.6216216216216216,0.26640926640926643,0.5796460176991151,0.5879218472468917,0.372972972972973,0.20126763932073666,rep2_fold0
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7861973854943769,0.8683727975763375,0.3869346733668342,0.7117117117117117,0.7821782178217822,0.9513274336283186,0.9040852575488455,0.7452830188679245,0.6630391453400302,rep2_fold1
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7830871542387179,0.8680140317308459,0.37185929648241206,0.7117117117117117,0.7821782178217822,0.9513274336283186,0.9040852575488455,0.7452830188679245,0.6630391453400302,rep2_fold1
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8458199808175328,0.9067507773259986,0.3869346733668342,0.7747747747747747,0.8269230769230769,0.9601769911504425,0.9236234458259325,0.8,0.7349517659252172,rep2_fold1
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5934170425214362,0.7489834967711074,0.22110552763819097,0.5135135135135135,0.5643564356435643,0.9026548672566371,0.8259325044404974,0.5377358490566038,0.4161683807701506,rep2_fold1
Distance-based functional,centroid,euclidean,centroid + euclidean,0.6477217954269738,0.8330542932312845,0.3768844221105528,0.7927927927927928,0.43564356435643564,0.7477876106194691,0.7566607460035524,0.5623003194888179,0.5405804034122619,rep2_fold1
Distance-based functional,centroid,cosine,centroid + cosine,0.6475395724165917,0.8329347046161205,0.32663316582914576,0.7837837837837838,0.43283582089552236,0.7477876106194691,0.7548845470692718,0.5576923076923077,0.5315713944032527,rep2_fold1
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.6709783122795931,0.8467671211034044,0.35175879396984927,0.7927927927927928,0.4808743169398907,0.7898230088495575,0.7904085257548845,0.5986394557823129,0.5826158016423504,rep2_fold1
Distance-based functional,centroid,correlation,centroid + correlation,0.43415511546503716,0.7295702782428446,0.3869346733668342,0.8108108108108109,0.28753993610223644,0.5066371681415929,0.566607460035524,0.42452830188679247,0.3174479789524036,rep2_fold1
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7069834046605127,0.8436906081723154,0.25125628140703515,0.6160714285714286,0.7040816326530612,0.9356984478935698,0.872113676731794,0.6571428571428571,0.5517698764649985,rep2_fold2
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7067731258011742,0.8436708108964206,0.30150753768844224,0.6160714285714286,0.711340206185567,0.9379157427937915,0.8738898756660746,0.6602870813397129,0.55398717136522,rep2_fold2
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.7662966051534525,0.8692191954387077,0.3869346733668342,0.7321428571428571,0.7735849056603774,0.9467849223946785,0.9040852575488455,0.7522935779816514,0.6789277795375357,rep2_fold2
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.493394762899858,0.717849223946785,0.23618090452261306,0.41964285714285715,0.5340909090909091,0.9090909090909091,0.8117229129662522,0.47,0.32873376623376616,rep2_fold2
Distance-based functional,centroid,euclidean,centroid + euclidean,0.45760517133568784,0.7212345581248021,0.33668341708542715,0.6607142857142857,0.35406698564593303,0.7006651884700665,0.6927175843694494,0.46105919003115264,0.3613794741843521,rep2_fold2
Distance-based functional,centroid,cosine,centroid + cosine,0.457062096459389,0.7211949635730124,0.30150753768844224,0.6428571428571429,0.35294117647058826,0.7073170731707317,0.69449378330373,0.45569620253164556,0.3501742160278747,rep2_fold2
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5267335242540878,0.7558599936648718,0.32663316582914576,0.6964285714285714,0.42162162162162165,0.7627494456762749,0.7495559502664298,0.5252525252525253,0.4591780171048463,rep2_fold2
Distance-based functional,centroid,correlation,centroid + correlation,0.2507547080498762,0.5940370605004752,0.4020100502512563,0.625,0.25,0.5343680709534369,0.5523978685612788,0.35714285714285715,0.15936807095343686,rep2_fold2
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7339754594381589,0.8761779379157428,0.3969849246231156,0.6785714285714286,0.8,0.9578713968957872,0.9023090586145648,0.7342995169082126,0.6364428254672156,rep2_fold3
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.733748282498638,0.876158140639848,0.3919597989949749,0.6785714285714286,0.7916666666666666,0.9556541019955654,0.9005328596802842,0.7307692307692307,0.6342255305669942,rep2_fold3
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8253684458928434,0.9155646183085208,0.21105527638190955,0.8392857142857143,0.752,0.9312638580931264,0.9129662522202486,0.7932489451476793,0.7705495723788407,rep2_fold3
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5587841839052431,0.7283813747228381,0.2763819095477387,0.5,0.5656565656565656,0.9046563192904656,0.8241563055062167,0.5308056872037915,0.40465631929046575,rep2_fold3
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5206693268505684,0.7875950269242953,0.35175879396984927,0.75,0.4158415841584158,0.738359201773836,0.7406749555950266,0.535031847133758,0.48835920177383585,rep2_fold3
Distance-based functional,centroid,cosine,centroid + cosine,0.5188219341709539,0.7872188786822932,0.31155778894472363,0.75,0.4158415841584158,0.738359201773836,0.7406749555950266,0.535031847133758,0.48835920177383585,rep2_fold3
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5674184504413647,0.8233093126385809,0.34673366834170855,0.7589285714285714,0.45698924731182794,0.7760532150776053,0.7726465364120781,0.5704697986577181,0.5349817865061768,rep2_fold3
Distance-based functional,centroid,correlation,centroid + correlation,0.3964815387005346,0.6913406715235982,0.40703517587939697,0.7142857142857143,0.2826855123674912,0.549889135254989,0.5825932504440497,0.4050632911392405,0.26417484954070325,rep2_fold3
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7475739260821535,0.8580238359201773,0.24120603015075376,0.7053571428571429,0.632,0.8980044345898004,0.8596802841918295,0.6666666666666666,0.6033615774469432,rep2_fold4
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7477939375785818,0.8582020114032308,0.2864321608040201,0.6964285714285714,0.6290322580645161,0.8980044345898004,0.8579040852575488,0.6610169491525424,0.5944330060183718,rep2_fold4
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.7974731445498437,0.8956485587583148,0.3919597989949749,0.7857142857142857,0.7652173913043478,0.9401330376940134,0.9094138543516874,0.775330396475771,0.7258473234082992,rep2_fold4
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5924530291825468,0.7214721254355401,0.21608040201005024,0.5625,0.4666666666666667,0.8403547671840355,0.7850799289520426,0.5101214574898786,0.40285476718403546,rep2_fold4
Distance-based functional,centroid,euclidean,centroid + euclidean,0.5536729180506704,0.7974342730440291,0.36180904522613067,0.75,0.417910447761194,0.7405764966740577,0.7424511545293073,0.536741214057508,0.4905764966740578,rep2_fold4
Distance-based functional,centroid,cosine,centroid + cosine,0.5530901242703468,0.7971967057332912,0.32160804020100503,0.75,0.417910447761194,0.7405764966740577,0.7424511545293073,0.536741214057508,0.4905764966740578,rep2_fold4
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.5573191390158938,0.803155685777637,0.3316582914572864,0.7678571428571429,0.4321608040201005,0.7494456762749445,0.7531083481349912,0.5530546623794212,0.5173028191320874,rep2_fold4
Distance-based functional,centroid,correlation,centroid + correlation,0.42799988913672127,0.7285397529299967,0.3969849246231156,0.75,0.2896551724137931,0.5432372505543237,0.5843694493783304,0.417910447761194,0.2932372505543237,rep2_fold4
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.7359499077550451,0.8401299529618114,0.25125628140703515,0.6576576576576577,0.7604166666666666,0.9491150442477876,0.8916518650088809,0.7053140096618358,0.6067727019054452,rep3_fold0
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.736220890878995,0.8402495415769753,0.2763819095477387,0.6576576576576577,0.7448979591836735,0.9446902654867256,0.8880994671403197,0.6985645933014354,0.6023479231443833,rep3_fold0
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8097554217692827,0.8828430200111616,0.3969849246231156,0.7387387387387387,0.8817204301075269,0.9756637168141593,0.9289520426287744,0.803921568627451,0.714402455552898,rep3_fold0
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5625956364718236,0.7341545084907917,0.2613065326633166,0.46846846846846846,0.5714285714285714,0.9137168141592921,0.8259325044404974,0.5148514851485149,0.3821852826277605,rep3_fold0
Distance-based functional,centroid,euclidean,centroid + euclidean,0.6186167533084637,0.7894841744399267,0.35175879396984927,0.7297297297297297,0.44751381215469616,0.7787610619469026,0.7690941385435168,0.5547945205479452,0.5084907916766324,rep3_fold0
Distance-based functional,centroid,cosine,centroid + cosine,0.6181775116492706,0.7893047915171809,0.3165829145728643,0.7297297297297297,0.45,0.7809734513274337,0.7708703374777975,0.5567010309278351,0.5107031810571634,rep3_fold0
Distance-based functional,centroid,seuclidean,centroid + seuclidean,0.6574432712687859,0.8092960216854022,0.33668341708542715,0.7387387387387387,0.49101796407185627,0.8119469026548672,0.7975133214920072,0.5899280575539568,0.5506856413936059,rep3_fold0
Distance-based functional,centroid,correlation,centroid + correlation,0.4190910355862403,0.6976799808658215,0.3869346733668342,0.7297297297297297,0.2892857142857143,0.5597345132743363,0.5932504440497336,0.4143222506393862,0.2894642430040659,rep3_fold0
Distance-based functional,weighted kNN,euclidean,weighted kNN + euclidean,0.748455283017794,0.8752292115123973,0.38190954773869346,0.6486486486486487,0.7058823529411765,0.9336283185840708,0.8774422735346359,0.676056338028169,0.5822769672327195,rep3_fold1
Distance-based functional,weighted kNN,cosine,weighted kNN + cosine,0.7493466179763708,0.875687634537192,0.36180904522613067,0.6486486486486487,0.7058823529411765,0.9336283185840708,0.8774422735346359,0.676056338028169,0.5822769672327195,rep3_fold1
Distance-based functional,weighted kNN,seuclidean,weighted kNN + seuclidean,0.8169680738091047,0.8992864545961892,0.23115577889447236,0.7837837837837838,0.7699115044247787,0.9424778761061947,0.911190053285968,0.7767857142857143,0.7262616598899785,rep3_fold1
Distance-based functional,weighted kNN,correlation,weighted kNN + correlation,0.5695803259989728,0.734632862951447,0.23618090452261306,0.5495495495495496,0.5865384615384616,0.9048672566371682,0.8348134991119005,0.5674418604651162,0.45441680618671776,rep3_fold1
