split,method_family,J,classifier,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j
rep0_fold4,FPLS,2,lr,0.6304887838213457,0.8532823883433639,0.2562814070351759,0.7053571428571429,0.5337837837837838,0.8470066518847007,0.8188277087033747,0.6076923076923076,0.5523637947418436
rep0_fold4,FPLS,2,linear_svm,0.6345443706181669,0.8534209692746277,0.2663316582914573,0.7232142857142857,0.5126582278481012,0.8292682926829268,0.8081705150976909,0.6,0.5524825783972125
rep0_fold4,FPCA,3,centroid,0.3279496644200035,0.6859162179284131,0.08040201005025126,0.8839285714285714,0.264,0.38802660753880264,0.4866785079928952,0.406570841889117,0.271955178967374
rep0_fold4,FPCA,3,knn,0.47824882167294147,0.7853480361102312,0.005025125628140704,0.8035714285714286,0.3557312252964427,0.6385809312638581,0.6714031971580817,0.4931506849315068,0.44215235983528656
rep0_fold4,FPCA,3,weighted_knn,0.5041669756845202,0.7893074912891986,0.19095477386934673,0.7232142857142857,0.4426229508196721,0.7738359201773836,0.7637655417406749,0.5491525423728814,0.49705020589166926
rep0_fold4,FPCA,3,lr,0.5718702293976831,0.8155685777636997,0.3869346733668342,0.6875,0.4556213017751479,0.7960088691796009,0.7744227353463587,0.5480427046263345,0.4835088691796008
rep0_fold4,FPCA,3,linear_svm,0.5915343700548404,0.8313866012036744,0.25125628140703515,0.75,0.44680851063829785,0.7694013303769401,0.7655417406749556,0.56,0.5194013303769403
rep0_fold4,FPLS,3,centroid,0.6433476047769009,0.855103737725689,0.271356783919598,0.7410714285714286,0.515527950310559,0.8270509977827051,0.8099467140319716,0.608058608058608,0.5681224263541336
rep0_fold4,FPLS,3,knn,0.6685567051995406,0.8499366487171365,0.20100502512562815,0.7142857142857143,0.6015037593984962,0.8824833702882483,0.8490230905861457,0.6530612244897959,0.5967690845739626
rep0_fold4,FPLS,3,weighted_knn,0.7032698464665179,0.8530448210326259,0.19597989949748745,0.7589285714285714,0.5182926829268293,0.8248337028824834,0.8117229129662522,0.6159420289855072,0.5837622743110549
rep0_fold4,FPLS,3,lr,0.7328923948292992,0.8878484320557491,0.23618090452261306,0.7321428571428571,0.6890756302521008,0.917960088691796,0.8809946714031972,0.70995670995671,0.6501029458346532
rep0_fold4,FPLS,3,linear_svm,0.7327703472573699,0.8876504592968008,0.24120603015075376,0.7321428571428571,0.6776859504132231,0.9135254988913526,0.8774422735346359,0.703862660944206,0.6456683560342098
rep0_fold4,FPCA,5,centroid,0.32795740552458597,0.6859558124802028,0.08040201005025126,0.8839285714285714,0.264,0.38802660753880264,0.4866785079928952,0.406570841889117,0.271955178967374
rep0_fold4,FPCA,5,knn,0.4924754161974866,0.7709059233449477,0.20100502512562815,0.6339285714285714,0.47651006711409394,0.8270509977827051,0.7886323268206039,0.5440613026819924,0.46097956921127636
rep0_fold4,FPCA,5,weighted_knn,0.52266411855182,0.7716978143807411,0.21608040201005024,0.6785714285714286,0.4318181818181818,0.7782705099778271,0.7584369449378331,0.5277777777777778,0.4568419385492557
rep0_fold4,FPCA,5,lr,0.5725521392020686,0.8159249287298068,0.3869346733668342,0.6875,0.45294117647058824,0.7937915742793792,0.7726465364120781,0.5460992907801419,0.4812915742793793
rep0_fold4,FPCA,5,linear_svm,0.5941847856093967,0.8325150459296801,0.2562814070351759,0.7410714285714286,0.46629213483146065,0.7893569844789357,0.7797513321492007,0.5724137931034483,0.5304284130503643
rep0_fold4,FPLS,5,centroid,0.6440351640796871,0.8554402914159012,0.2763819095477387,0.7232142857142857,0.5225806451612903,0.835920177383592,0.8134991119005328,0.6067415730337079,0.5591344630978776
rep0_fold4,FPLS,5,knn,0.7458660236702903,0.8677541970224897,0.20100502512562815,0.7678571428571429,0.6991869918699187,0.917960088691796,0.8880994671403197,0.7319148936170212,0.6858172315489388
rep0_fold4,FPLS,5,weighted_knn,0.7719520740700383,0.8691400063351282,0.40703517587939697,0.75,0.7636363636363637,0.9423503325942351,0.9040852575488455,0.7567567567567568,0.6923503325942351
rep0_fold4,FPLS,5,lr,0.8374333347729929,0.9286902122267976,0.16080402010050251,0.8214285714285714,0.7863247863247863,0.9445676274944568,0.9200710479573713,0.8034934497816594,0.7659961989230282
rep0_fold4,FPLS,5,linear_svm,0.8392449503533489,0.9291653468482737,0.15577889447236182,0.8303571428571429,0.744,0.9290465631929047,0.9094138543516874,0.7848101265822784,0.7594037060500476
rep0_fold4,FPCA,10,centroid,0.3279355377494059,0.6860350015837822,0.08040201005025126,0.8839285714285714,0.264,0.38802660753880264,0.4866785079928952,0.406570841889117,0.271955178967374
rep0_fold4,FPCA,10,knn,0.5005062833271042,0.7626009661070637,0.20100502512562815,0.5625,0.5338983050847458,0.8780487804878049,0.8152753108348135,0.5478260869565217,0.44054878048780477
rep0_fold4,FPCA,10,weighted_knn,0.5438214001531879,0.7703713968957873,0.33668341708542715,0.5535714285714286,0.5299145299145299,0.8780487804878049,0.8134991119005328,0.5414847161572053,0.4316202090592336
rep0_fold4,FPCA,10,lr,0.5763379620890159,0.8165782388343363,0.4120603015075377,0.6160714285714286,0.5348837209302325,0.8669623059866962,0.8170515097690941,0.5726141078838174,0.4830337345581248
rep0_fold4,FPCA,10,linear_svm,0.6079597121090705,0.8351084890719036,0.2613065326633166,0.7678571428571429,0.46994535519125685,0.7849223946784922,0.7815275310834814,0.5830508474576271,0.5527795375356352
rep0_fold4,FPLS,10,centroid,0.644094284540458,0.855460088691796,0.2763819095477387,0.7232142857142857,0.5192307692307693,0.8337028824833703,0.8117229129662522,0.6044776119402985,0.5569171681976561
rep0_fold4,FPLS,10,knn,0.7270730605847977,0.859409645232816,0.20100502512562815,0.7410714285714286,0.6916666666666667,0.917960088691796,0.8827708703374778,0.7155172413793104,0.6590315172632246
rep0_fold4,FPLS,10,weighted_knn,0.7558615767610813,0.8613299809946152,0.4120603015075377,0.7053571428571429,0.7523809523809524,0.9423503325942351,0.8952042628774423,0.728110599078341,0.6477074754513779
rep0_fold4,FPLS,10,lr,0.8432530533241046,0.9333425720620844,0.19597989949748745,0.8035714285714286,0.8256880733944955,0.9578713968957872,0.9271758436944938,0.8144796380090498,0.7614428254672156
rep0_fold4,FPLS,10,linear_svm,0.843597273163285,0.9339364903389293,0.21105527638190955,0.8035714285714286,0.8181818181818182,0.9556541019955654,0.9253996447602132,0.8108108108108109,0.7592255305669942
rep0_fold4,FPCA,15,centroid,0.32808481298335973,0.6863121634463096,0.08040201005025126,0.8839285714285714,0.264,0.38802660753880264,0.4866785079928952,0.406570841889117,0.271955178967374
rep0_fold4,FPCA,15,knn,0.5267984869263205,0.7646499841621792,0.20100502512562815,0.5625,0.5478260869565217,0.88470066518847,0.8206039076376554,0.5550660792951542,0.4472006651884701
rep0_fold4,FPCA,15,weighted_knn,0.5732464872559917,0.773420177383592,0.3417085427135678,0.5535714285714286,0.543859649122807,0.88470066518847,0.8188277087033747,0.5486725663716814,0.4382720937598985
rep0_fold4,FPCA,15,lr,0.5821794085495735,0.8191518847006652,0.3919597989949749,0.6875,0.46107784431137727,0.8004434589800443,0.7779751332149201,0.5519713261648745,0.4879434589800442
rep0_fold4,FPCA,15,linear_svm,0.6334970176309735,0.8469274627811214,0.271356783919598,0.7410714285714286,0.51875,0.8292682926829268,0.8117229129662522,0.6102941176470589,0.5703397212543555
rep0_fold4,FPLS,15,centroid,0.644094284540458,0.855460088691796,0.2763819095477387,0.7232142857142857,0.5192307692307693,0.8337028824833703,0.8117229129662522,0.6044776119402985,0.5569171681976561
rep0_fold4,FPLS,15,knn,0.7244805877071673,0.8640422077922078,0.20100502512562815,0.75,0.6885245901639344,0.9157427937915743,0.8827708703374778,0.717948717948718,0.6657427937915743
rep0_fold4,FPLS,15,weighted_knn,0.7502295689215898,0.8655171048463731,0.4221105527638191,0.6785714285714286,0.7755102040816326,0.9512195121951219,0.8969804618117229,0.7238095238095238,0.6297909407665505
rep0_fold4,FPLS,15,lr,0.8420132239332448,0.936648717136522,0.18592964824120603,0.8392857142857143,0.6482758620689655,0.8869179600886918,0.8774422735346359,0.7315175097276264,0.726203674374406
rep0_fold4,FPLS,15,linear_svm,0.8425284258439927,0.9361933797909409,0.20100502512562815,0.8214285714285714,0.7076923076923077,0.9157427937915743,0.8969804618117229,0.7603305785123967,0.7371713652201457
rep1_fold0,FPCA,1,centroid,0.31088485823837847,0.6269034521246911,0.010050251256281407,0.7477477477477478,0.24127906976744187,0.4225663716814159,0.4866785079928952,0.3648351648351648,0.17031411942916375
rep1_fold0,FPCA,1,knn,0.2555744424999873,0.5701785856653114,0.005025125628140704,0.6486486486486487,0.21428571428571427,0.415929203539823,0.46181172291296624,0.3221476510067114,0.06457785218847167
rep1_fold0,FPCA,1,weighted_knn,0.26650013884019663,0.5549709001036435,0.01507537688442211,0.6486486486486487,0.2188449848024316,0.4314159292035398,0.47424511545293074,0.32727272727272727,0.08006457785218846
rep1_fold0,FPCA,1,lr,0.31088485823837847,0.6269034521246911,0.010050251256281407,0.7477477477477478,0.24127906976744187,0.4225663716814159,0.4866785079928952,0.3648351648351648,0.17031411942916375
rep1_fold0,FPCA,1,linear_svm,0.31088485823837847,0.6269034521246911,0.010050251256281407,0.7477477477477478,0.24127906976744187,0.4225663716814159,0.4866785079928952,0.3648351648351648,0.17031411942916375
rep1_fold0,FPLS,1,centroid,0.4236197175821863,0.6383241648728374,0.21105527638190955,0.4774774774774775,0.3897058823529412,0.8163716814159292,0.7495559502664298,0.4291497975708502,0.2938491588934067
rep1_fold0,FPLS,1,knn,0.33406458712908127,0.6168281112971379,0.20100502512562815,0.3963963963963964,0.2953020134228188,0.7676991150442478,0.69449378330373,0.3384615384615385,0.16409551144064416
rep1_fold0,FPLS,1,weighted_knn,0.33709905721119376,0.6145060990193734,0.35678391959798994,0.2972972972972973,0.28448275862068967,0.8163716814159292,0.7140319715808171,0.2907488986784141,0.11366897871322656
rep1_fold0,FPLS,1,lr,0.4236197175821863,0.6383241648728374,0.21105527638190955,0.4774774774774775,0.3897058823529412,0.8163716814159292,0.7495559502664298,0.4291497975708502,0.2938491588934067
rep1_fold0,FPLS,1,linear_svm,0.4236197175821863,0.6383241648728374,0.21105527638190955,0.4774774774774775,0.3897058823529412,0.8163716814159292,0.7495559502664298,0.4291497975708502,0.2938491588934067
rep1_fold0,FPCA,2,centroid,0.3173873775204857,0.6378059475404608,0.08542713567839195,0.7837837837837838,0.2430167597765363,0.4004424778761062,0.47602131438721135,0.37100213219616207,0.18422626165988998
rep1_fold0,FPCA,2,knn,0.27837040157480764,0.6263254404847325,0.005025125628140704,0.6846846846846847,0.25675675675675674,0.5132743362831859,0.5470692717584369,0.37346437346437344,0.19795902096787055
rep1_fold0,FPCA,2,weighted_knn,0.3000771721564679,0.6297735788886232,0.12060301507537688,0.6126126126126126,0.265625,0.584070796460177,0.5896980461811723,0.37057220708446864,0.19668340907278958
rep1_fold0,FPCA,2,lr,0.3590072356560482,0.6938930080523001,0.4221105527638191,0.6036036036036037,0.32367149758454106,0.6902654867256637,0.6731793960923623,0.42138364779874216,0.29386909032926734
rep1_fold0,FPCA,2,linear_svm,0.3586195800405108,0.6962449174838555,0.4170854271356784,0.5225225225225225,0.3515151515151515,0.7632743362831859,0.7158081705150977,0.42028985507246375,0.28579685880570826
rep1_fold0,FPLS,2,centroid,0.6008650680674138,0.8255401419118233,0.32160804020100503,0.6666666666666666,0.46835443037974683,0.8141592920353983,0.7850799289520426,0.550185873605948,0.4808259587020649
rep1_fold0,FPLS,2,knn,0.5584380467728357,0.8204077971777086,0.20100502512562815,0.6486486486486487,0.5255474452554745,0.8561946902654868,0.8152753108348135,0.5806451612903226,0.5048433389141356
rep1_fold0,FPLS,2,weighted_knn,0.580725661597632,0.8151957267001515,0.24120603015075376,0.6216216216216216,0.4791666666666667,0.834070796460177,0.7921847246891652,0.5411764705882353,0.4556924180817985
rep1_fold0,FPLS,2,lr,0.6061316185906936,0.8386948895798454,0.2613065326633166,0.6846846846846847,0.4810126582278481,0.8185840707964602,0.7921847246891652,0.5650557620817844,0.503268755481145
rep1_fold0,FPLS,2,linear_svm,0.6045902915894996,0.8351072311249301,0.2763819095477387,0.6666666666666666,0.47435897435897434,0.8185840707964602,0.7886323268206039,0.5543071161048689,0.48525073746312675
rep1_fold0,FPCA,3,centroid,0.3224132357924264,0.647632145419756,0.08040201005025126,0.7837837837837838,0.24645892351274787,0.41150442477876104,0.4849023090586146,0.375,0.1952882085625447
rep1_fold0,FPCA,3,knn,0.4433288468591623,0.7408813680937575,0.20100502512562815,0.5405405405405406,0.48,0.8561946902654868,0.7939609236234458,0.5084745762711864,0.39673523080602724
rep1_fold0,FPCA,3,weighted_knn,0.478305917399078,0.7440106035238779,0.21105527638190955,0.6126126126126126,0.422360248447205,0.7942477876106194,0.7584369449378331,0.5,0.4068604002232319
rep1_fold0,FPCA,3,lr,0.4727993469856186,0.7603643466475324,0.4170854271356784,0.5765765765765766,0.41830065359477125,0.8030973451327433,0.7584369449378331,0.48484848484848486,0.3796739217093199
rep1_fold0,FPCA,3,linear_svm,0.5529777954217835,0.8055090488718808,0.2663316582914573,0.7027027027027027,0.42391304347826086,0.7654867256637168,0.7531083481349912,0.5288135593220339,0.4681894283664194
rep1_fold0,FPLS,3,centroid,0.6034403451510224,0.827493422626166,0.32160804020100503,0.6666666666666666,0.4774193548387097,0.8207964601769911,0.7904085257548845,0.556390977443609,0.4874631268436578
rep1_fold0,FPLS,3,knn,0.6622578834802643,0.8496372478673363,0.20100502512562815,0.6846846846846847,0.608,0.8915929203539823,0.8507992895204263,0.6440677966101694,0.5762776050386669
rep1_fold0,FPLS,3,weighted_knn,0.7022199042658595,0.8502351909431555,0.20100502512562815,0.7387387387387387,0.5189873417721519,0.831858407079646,0.8134991119005328,0.6096654275092936,0.5705971458183847
rep1_fold0,FPLS,3,lr,0.7522225361331072,0.8889021765127959,0.24623115577889448,0.7477477477477478,0.680327868852459,0.9137168141592921,0.8809946714031972,0.7124463519313304,0.6614645619070398
rep1_fold0,FPLS,3,linear_svm,0.7522655373360341,0.8878059475404607,0.2562814070351759,0.7297297297297297,0.6982758620689655,0.922566371681416,0.8845470692717584,0.7136563876651982,0.6522961014111457
rep1_fold0,FPCA,5,centroid,0.322524147150802,0.6476520768556167,0.08040201005025126,0.7837837837837838,0.24645892351274787,0.41150442477876104,0.4849023090586146,0.375,0.1952882085625447
rep1_fold0,FPCA,5,knn,0.45493634267382804,0.7286733636291158,0.20100502512562815,0.5315315315315315,0.44360902255639095,0.8362831858407079,0.7761989342806395,0.48360655737704916,0.3678147173722395
rep1_fold0,FPCA,5,weighted_knn,0.48635939783429194,0.726590528581679,0.23618090452261306,0.5585585585585585,0.4105960264900662,0.8030973451327433,0.7548845470692718,0.4732824427480916,0.36165590369130185
rep1_fold0,FPCA,5,lr,0.473609122582322,0.7607031810571634,0.4170854271356784,0.5855855855855856,0.41935483870967744,0.8008849557522124,0.7584369449378331,0.48872180451127817,0.386470541337798
rep1_fold0,FPCA,5,linear_svm,0.5546644535099797,0.8049509686677829,0.2763819095477387,0.6576576576576577,0.41954022988505746,0.7765486725663717,0.7531083481349912,0.512280701754386,0.43420633022402955
rep1_fold0,FPLS,5,centroid,0.6042726471431333,0.8277923941640757,0.32160804020100503,0.6666666666666666,0.4713375796178344,0.8163716814159292,0.7868561278863233,0.5522388059701493,0.4830383480825957
rep1_fold0,FPLS,5,knn,0.7249799979105447,0.8591246113370008,0.20100502512562815,0.7027027027027027,0.7155963302752294,0.9314159292035398,0.8863232682060391,0.7090909090909091,0.6341186319062424
rep1_fold0,FPLS,5,weighted_knn,0.7489110879259531,0.8607490233596429,0.24623115577889448,0.7207207207207207,0.6722689075630253,0.9137168141592921,0.8756660746003553,0.6956521739130435,0.6344375348800129
rep1_fold0,FPLS,5,lr,0.8423551890899827,0.9172247468707646,0.17587939698492464,0.8018018018018018,0.7063492063492064,0.918141592920354,0.8952042628774423,0.7510548523206751,0.7199433947221558
rep1_fold0,FPLS,5,linear_svm,0.8418642594723265,0.916925775332855,0.18090452261306533,0.7927927927927928,0.7719298245614035,0.9424778761061947,0.9129662522202486,0.7822222222222223,0.7352706688989876
rep1_fold0,FPCA,10,centroid,0.32260270093979226,0.6477716654707806,0.08040201005025126,0.7837837837837838,0.24786324786324787,0.415929203539823,0.48845470692717585,0.37662337662337664,0.19971298732360676
rep1_fold0,FPCA,10,knn,0.4932392936240784,0.7420772542453957,0.20100502512562815,0.5495495495495496,0.5083333333333333,0.8694690265486725,0.8063943161634103,0.5281385281385281,0.41901857609822213
rep1_fold0,FPCA,10,weighted_knn,0.5253954039191975,0.7357888862313641,0.36180904522613067,0.5315315315315315,0.5221238938053098,0.8805309734513275,0.8117229129662522,0.5267857142857143,0.412062504982859
rep1_fold0,FPCA,10,lr,0.4762880658796838,0.7618791357729411,0.4170854271356784,0.5855855855855856,0.41935483870967744,0.8008849557522124,0.7584369449378331,0.48872180451127817,0.386470541337798
rep1_fold0,FPCA,10,linear_svm,0.567910861933607,0.8083991070716735,0.2814070351758794,0.6576576576576577,0.42196531791907516,0.7787610619469026,0.7548845470692718,0.5140845070422535,0.43641871960456036
rep1_fold0,FPLS,10,centroid,0.6043076271334785,0.8277923941640757,0.32160804020100503,0.6666666666666666,0.4713375796178344,0.8163716814159292,0.7868561278863233,0.5522388059701493,0.4830383480825957
rep1_fold0,FPLS,10,knn,0.7241696648464571,0.8592143027983736,0.20100502512562815,0.7117117117117117,0.6810344827586207,0.918141592920354,0.8774422735346359,0.6960352422907489,0.6298533046320656
rep1_fold0,FPLS,10,weighted_knn,0.7562585127588938,0.8623933668181455,0.3768844221105528,0.6936936936936937,0.719626168224299,0.9336283185840708,0.8863232682060391,0.7064220183486238,0.6273220122777645
rep1_fold0,FPLS,10,lr,0.8419441031172903,0.9179223471258869,0.20100502512562815,0.7837837837837838,0.725,0.9269911504424779,0.8987566607460036,0.7532467532467533,0.7107749342262617
rep1_fold0,FPLS,10,linear_svm,0.840693164200664,0.9181615243562146,0.20100502512562815,0.7837837837837838,0.6850393700787402,0.911504424778761,0.8863232682060391,0.7310924369747899,0.6952882085625447
rep1_fold0,FPCA,15,centroid,0.3227097428684302,0.6480706370086902,0.08040201005025126,0.7837837837837838,0.24786324786324787,0.415929203539823,0.48845470692717585,0.37662337662337664,0.19971298732360676
rep1_fold0,FPCA,15,knn,0.527227499462176,0.7594176034441521,0.20100502512562815,0.5495495495495496,0.5083333333333333,0.8694690265486725,0.8063943161634103,0.5281385281385281,0.41901857609822213
rep1_fold0,FPCA,15,weighted_knn,0.5636708838342727,0.757235111217412,0.20100502512562815,0.6036036036036037,0.4036144578313253,0.7809734513274337,0.7460035523978685,0.48375451263537905,0.3845770549310372
rep1_fold0,FPCA,15,lr,0.4839796088243651,0.765088096946504,0.4321608040201005,0.5495495495495496,0.4621212121212121,0.8429203539823009,0.7850799289520426,0.5020576131687243,0.3924699035318504
rep1_fold0,FPCA,15,linear_svm,0.5993814331548284,0.8210954317149007,0.2864321608040201,0.6846846846846847,0.4444444444444444,0.7898230088495575,0.7690941385435168,0.5390070921985816,0.47450769353424205
rep1_fold0,FPLS,15,centroid,0.6042794209197053,0.8277923941640757,0.32160804020100503,0.6666666666666666,0.4713375796178344,0.8163716814159292,0.7868561278863233,0.5522388059701493,0.4830383480825957
rep1_fold0,FPLS,15,knn,0.7336383010401526,0.865243562146217,0.20100502512562815,0.7207207207207207,0.6722689075630253,0.9137168141592921,0.8756660746003553,0.6956521739130435,0.6344375348800129
rep1_fold0,FPLS,15,weighted_knn,0.7632505374787746,0.8667782827074861,0.3869346733668342,0.7117117117117117,0.7314814814814815,0.9358407079646017,0.8916518650088809,0.7214611872146118,0.6475524196763134
rep1_fold0,FPLS,15,lr,0.8442206245515901,0.9209917882484254,0.21105527638190955,0.8018018018018018,0.6953125,0.9137168141592921,0.8916518650088809,0.7447698744769874,0.715518615961094
rep1_fold0,FPLS,15,linear_svm,0.8442263592949852,0.9201148050705573,0.21608040201005024,0.7837837837837838,0.6904761904761905,0.9137168141592921,0.8880994671403197,0.7341772151898734,0.6975005979430757
rep1_fold1,FPCA,1,centroid,0.27541346312296466,0.6410747030216057,0.010050251256281407,0.8918918918918919,0.2682926829268293,0.4026548672566372,0.4991119005328597,0.4125,0.2945467591485291
rep1_fold1,FPCA,1,knn,0.2283053536236833,0.5695407797177708,0.005025125628140704,0.7027027027027027,0.22413793103448276,0.4026548672566372,0.46181172291296624,0.33986928104575165,0.10535756995933987
rep1_fold1,FPCA,1,weighted_knn,0.2816618002305807,0.5563661006138882,0.010050251256281407,0.6936936936936937,0.2238372093023256,0.4092920353982301,0.46536412078152756,0.3384615384615385,0.10298572909192383
rep1_fold1,FPCA,1,lr,0.27541346312296466,0.6410747030216057,0.010050251256281407,0.8918918918918919,0.2682926829268293,0.4026548672566372,0.4991119005328597,0.4125,0.2945467591485291
rep1_fold1,FPCA,1,linear_svm,0.27541346312296466,0.6410747030216057,0.010050251256281407,0.8918918918918919,0.2682926829268293,0.4026548672566372,0.4991119005328597,0.4125,0.2945467591485291
rep1_fold1,FPLS,1,centroid,0.5306865962913614,0.7125089691461373,0.21105527638190955,0.4774774774774775,0.43089430894308944,0.8451327433628318,0.7726465364120781,0.452991452991453,0.3226102208403092
rep1_fold1,FPLS,1,knn,0.4150360784204504,0.6492764888782587,0.20100502512562815,0.46846846846846846,0.3795620437956204,0.8119469026548672,0.7442273534635879,0.41935483870967744,0.2804153711233357
rep1_fold1,FPLS,1,weighted_knn,0.4384290509921831,0.6416327832257036,0.18090452261306533,0.5315315315315315,0.3105263157894737,0.7101769911504425,0.6749555950266429,0.3920265780730897,0.24170852268197418
rep1_fold1,FPLS,1,lr,0.5306865962913614,0.7125089691461373,0.21105527638190955,0.4774774774774775,0.43089430894308944,0.8451327433628318,0.7726465364120781,0.452991452991453,0.3226102208403092
rep1_fold1,FPLS,1,linear_svm,0.5306865962913614,0.7125089691461373,0.21105527638190955,0.4774774774774775,0.43089430894308944,0.8451327433628318,0.7726465364120781,0.452991452991453,0.3226102208403092
rep1_fold1,FPCA,2,centroid,0.28033749596122437,0.6492665231603285,0.06030150753768844,0.918918918918919,0.2518518518518518,0.32964601769911506,0.44582593250444047,0.3953488372093023,0.24856493661803403
rep1_fold1,FPCA,2,knn,0.29494922390126654,0.6740313322171729,0.005025125628140704,0.7747747747747747,0.27564102564102566,0.5,0.5541740674955595,0.4066193853427896,0.27477477477477485
rep1_fold1,FPCA,2,weighted_knn,0.31941530622858294,0.6819740094076377,0.1708542713567839,0.6216216216216216,0.3026315789473684,0.6482300884955752,0.6429840142095915,0.40707964601769914,0.26985171011719666
rep1_fold1,FPCA,2,lr,0.45208933202186835,0.7735589571872757,0.37185929648241206,0.7477477477477478,0.3577586206896552,0.6703539823008849,0.6856127886323268,0.4839650145772595,0.4181017300486327
rep1_fold1,FPCA,2,linear_svm,0.45925378344379036,0.7743562146217013,0.36180904522613067,0.6936936936936937,0.36666666666666664,0.7057522123893806,0.7033747779751333,0.4797507788161994,0.3994459060830744
rep1_fold1,FPLS,2,centroid,0.7147056666741677,0.8809694650402615,0.37185929648241206,0.7117117117117117,0.5374149659863946,0.8495575221238938,0.822380106571936,0.6124031007751938,0.5612692338356053
rep1_fold1,FPLS,2,knn,0.6099622336700029,0.8621541895878179,0.20100502512562815,0.7747747747747747,0.5512820512820513,0.8451327433628318,0.8312611012433393,0.6441947565543071,0.6199075181376066
rep1_fold1,FPLS,2,weighted_knn,0.6419247953777056,0.8602108745914055,0.23115577889447236,0.7927927927927928,0.5086705202312138,0.8119469026548672,0.8081705150976909,0.6197183098591549,0.60473969544766
rep1_fold1,FPLS,2,lr,0.7292193220575501,0.8943235270668898,0.24623115577889448,0.8468468468468469,0.4895833333333333,0.7831858407079646,0.7957371225577264,0.6204620462046204,0.6300326875548115
rep1_fold1,FPLS,2,linear_svm,0.7305809933555704,0.8937056525552101,0.271356783919598,0.8288288288288288,0.5411764705882353,0.827433628318584,0.827708703374778,0.6548042704626335,0.6562624571474127
rep1_fold1,FPCA,3,centroid,0.2850238096109673,0.6583951207845014,0.07035175879396985,0.9099099099099099,0.2650918635170604,0.3805309734513274,0.4849023090586146,0.4105691056910569,0.2904408833612373
rep1_fold1,FPCA,3,knn,0.5500666818382443,0.8364127401738022,0.20100502512562815,0.6846846846846847,0.5100671140939598,0.838495575221239,0.8081705150976909,0.5846153846153846,0.5231802599059237
rep1_fold1,FPCA,3,weighted_knn,0.587419166327636,0.8424519652395759,0.18090452261306533,0.8288288288288288,0.4380952380952381,0.7389380530973452,0.7566607460035524,0.573208722741433,0.5677668819261741
rep1_fold1,FPCA,3,lr,0.625556226523519,0.8359044885593558,0.37185929648241206,0.7747747747747747,0.38392857142857145,0.6946902654867256,0.7104795737122558,0.5134328358208955,0.4694650402615004
rep1_fold1,FPCA,3,linear_svm,0.6814466211684839,0.8733357251056366,0.24623115577889448,0.8468468468468469,0.4519230769230769,0.7477876106194691,0.7673179396092362,0.5893416927899686,0.594634457466316
rep1_fold1,FPLS,3,centroid,0.7173747782623334,0.88248425416567,0.3768844221105528,0.6846846846846847,0.5588235294117647,0.8672566371681416,0.8312611012433393,0.6153846153846154,0.5519413218528264
rep1_fold1,FPLS,3,knn,0.7540579185819014,0.8971737223949613,0.20100502512562815,0.8018018018018018,0.644927536231884,0.8915929203539823,0.8738898756660746,0.714859437751004,0.6933947221557841
rep1_fold1,FPLS,3,weighted_knn,0.7850447326292691,0.8972335167025433,0.30150753768844224,0.7837837837837838,0.6304347826086957,0.8871681415929203,0.866785079928952,0.6987951807228916,0.6709519253767042
rep1_fold1,FPLS,3,lr,0.8446184507280927,0.9358207765287412,0.22110552763819097,0.8288288288288288,0.696969696969697,0.911504424778761,0.8952042628774423,0.757201646090535,0.7403332536075897
rep1_fold1,FPLS,3,linear_svm,0.8468588620489994,0.9359403651439049,0.23618090452261306,0.8018018018018018,0.7295081967213115,0.9269911504424779,0.9023090586145648,0.7639484978540773,0.7287929522442798
rep1_fold1,FPCA,5,centroid,0.2850420716661152,0.6584549150920832,0.07035175879396985,0.9099099099099099,0.2657894736842105,0.3827433628318584,0.4866785079928952,0.41140529531568226,0.29265327274176833
rep1_fold1,FPCA,5,knn,0.5725790984060267,0.8453918520290202,0.20100502512562815,0.7117117117117117,0.5486111111111112,0.8561946902654868,0.827708703374778,0.6196078431372549,0.5679064019771984
rep1_fold1,FPCA,5,weighted_knn,0.6247217861783629,0.8497468707645699,0.24120603015075376,0.7477477477477478,0.5253164556962026,0.834070796460177,0.8170515097690941,0.6171003717472119,0.5818185442079247
rep1_fold1,FPCA,5,lr,0.627363872568979,0.8361436657896836,0.37185929648241206,0.7747747747747747,0.3805309734513274,0.6902654867256637,0.7069271758436945,0.5103857566765578,0.4650402615004383
rep1_fold1,FPCA,5,linear_svm,0.6813801644436134,0.8727377820298176,0.2663316582914573,0.8108108108108109,0.46875,0.7743362831858407,0.7815275310834814,0.594059405940594,0.5851470939966514
rep1_fold1,FPLS,5,centroid,0.7184582085542729,0.8827433628318584,0.35678391959798994,0.7927927927927928,0.5207100591715976,0.8207964601769911,0.8152753108348135,0.6285714285714286,0.613589252969784
rep1_fold1,FPLS,5,knn,0.8079156788397001,0.9155704376943316,0.20100502512562815,0.8018018018018018,0.7007874015748031,0.915929203539823,0.8934280639431617,0.7478991596638656,0.7177310053416248
rep1_fold1,FPLS,5,weighted_knn,0.8251744478616643,0.9151917404129795,0.3316582914572864,0.8018018018018018,0.7007874015748031,0.915929203539823,0.8934280639431617,0.7478991596638656,0.7177310053416248
