wavelength,beta_logreg,beta_svm,abs_beta_logreg,abs_beta_svm
746.0,-0.029677350749515597,-0.013471185388504758,0.029677350749515597,0.013471185388504758
748.0,-0.018757491966312566,-0.008872040040560388,0.018757491966312566,0.008872040040560388
750.0,-0.004200461218412938,-0.002935856999305308,0.004200461218412938,0.002935856999305308
752.0,0.00912654427683134,0.0023590268951949865,0.00912654427683134,0.0023590268951949865
754.0,0.01767484436524052,0.005674290987445166,0.01767484436524052,0.005674290987445166
756.0,0.020330668720690608,0.006695834828109089,0.020330668720690608,0.006695834828109089
758.0,0.01843581279644809,0.006058100603127948,0.01843581279644809,0.006058100603127948
760.0,0.014729146303427747,0.004867230218524931,0.014729146303427747,0.004867230218524931
762.0,0.011935022975463356,0.004132900968614117,0.011935022975463356,0.004132900968614117
764.0,0.011707528252427345,0.004379139001101325,0.011707528252427345,0.004379139001101325
766.0,0.014115090376775854,0.005501913831875073,0.014115090376775854,0.005501913831875073
768.0,0.01782309279095345,0.0069160112795586415,0.01782309279095345,0.0069160112795586415
770.0,0.020943356708512776,0.007930503451011987,0.020943356708512776,0.007930503451011987
772.0,0.022058895967861737,0.008132416448548896,0.022058895967861737,0.008132416448548896
774.0,0.02093242345535107,0.007597787101957821,0.02093242345535107,0.007597787101957821
776.0,0.018576622790519245,0.006836959403245964,0.018576622790519245,0.006836959403245964
778.0,0.016650016352717126,0.006503778845433787,0.016650016352717126,0.006503778845433787
780.0,0.016606995781527953,0.007055071724127433,0.016606995781527953,0.007055071724127433
782.0,0.019017166341273817,0.00851237122343657,0.019017166341273817,0.00851237122343657
784.0,0.023227689916187965,0.010393908065122486,0.023227689916187965,0.010393908065122486
786.0,0.027539695370096977,0.011876026299365778,0.027539695370096977,0.011876026299365778
788.0,0.02988909464302877,0.012133855516812463,0.02988909464302877,0.012133855516812463
790.0,0.02872890677688426,0.010705179687677853,0.02872890677688426,0.010705179687677853
792.0,0.023783476826330488,0.0077444948389015274,0.023783476826330488,0.0077444948389015274
794.0,0.01630782962761874,0.0040309799036802665,0.01630782962761874,0.0040309799036802665
796.0,0.008603962746564534,0.000675267879714525,0.008603962746564534,0.000675267879714525
