source_id,idx,flux,flux_error,wavelength
2117325697617090304,273,6.7288496e-17,9.320534e-19,
2117325697617090304,274,6.716646e-17,9.91142e-19,
2117325697617090304,275,6.661055e-17,9.786885e-19,
2117325697617090304,276,6.5879046e-17,9.123029e-19,
2117325697617090304,277,6.509654e-17,8.5432537e-19,
2117325697617090304,278,6.414739e-17,8.6402934e-19,
2117325697617090304,279,6.3252e-17,9.340519e-19,
2117325697617090304,280,6.2857415e-17,1.0039105e-18,
2117325697617090304,281,6.24521e-17,1.0146052e-18,
2117325697617090304,282,6.247284e-17,9.706543e-19,
2117325697617090304,283,6.270775e-17,9.136089e-19,
2117325697617090304,284,6.283751e-17,9.017638e-19,
2117325697617090304,285,6.291759e-17,9.552183e-19,
2117325697617090304,286,6.324868e-17,1.0337567e-18,
2117325697617090304,287,6.2974153e-17,1.0678847e-18,
2117325697617090304,288,6.258302e-17,1.0431657e-18,
2117325697617090304,289,6.2146536e-17,9.82962e-19,
2117325697617090304,290,6.163919e-17,9.42476e-19,
2117325697617090304,291,6.064743e-17,9.617922e-19,
2117325697617090304,292,6.0041514e-17,1.0391036e-18,
2117325697617090304,293,6.0003907e-17,1.1193612e-18,
2117325697617090304,294,5.95658e-17,1.1370777e-18,
2117325697617090304,295,5.9369525e-17,1.0961449e-18,
2117325697617090304,296,5.978886e-17,1.0383611e-18,
2117325697617090304,297,5.989515e-17,1.008079e-18,
2117325697617090304,298,5.993536e-17,1.0484167e-18,
2117325697617090304,299,6.009892e-17,1.1382032e-18,
2117325697617090304,300,6.0056304e-17,1.2138368e-18,
2117325697617090304,301,5.988635e-17,1.2353309e-18,
2117325697617090304,302,5.9195844e-17,1.1908967e-18,
2117325697617090304,303,5.835597e-17,1.1245402e-18,
2117325697617090304,304,5.8125135e-17,1.1098807e-18,
2117325697617090304,305,5.7036744e-17,1.1540349e-18,
2117325697617090304,306,5.629252e-17,1.2515677e-18,
2117325697617090304,307,5.635358e-17,1.3515279e-18,
2117325697617090304,308,5.5842176e-17,1.3741556e-18,
2117325697617090304,309,5.590788e-17,1.3384108e-18,
2117325697617090304,310,5.661044e-17,1.2800706e-18,
2117325697617090304,311,5.702467e-17,1.2432801e-18,
2117325697617090304,312,5.763976e-17,1.2917389e-18,
2117325697617090304,313,5.820439e-17,1.4085475e-18,
2117325697617090304,314,5.876924e-17,1.5345904e-18,
2117325697617090304,315,5.847478e-17,1.5899707e-18,
2117325697617090304,316,5.8340235e-17,1.57901e-18,
2117325697617090304,317,5.810621e-17,1.5162596e-18,
2117325697617090304,318,5.6783104e-17,1.4398444e-18,
2117325697617090304,319,5.622496e-17,1.4717788e-18,
2117325697617090304,320,5.5212e-17,1.59902e-18,
2117325697617090304,321,5.3740426e-17,1.7560048e-18,
2117325697617090304,322,5.3571042e-17,1.9138964e-18,
