ra_x,dec_x,__rowid__,source_id,matched_ra,matched_dec,separation_arcsec,ra_y,dec_y,phot_g_mean_mag,bp_rp,parallax,pmra,pmdec,ruwe
280.97177,43.87557,1,2117325697617090304,280.9717580218527,43.87551698158876,0.19338082835181308,280.9717580218527,43.87551698158876,13.702061,1.0788422,2.7022064698048363,-1.943900855533294,-12.414598623976955,3.7491596
10.6847083,41.26875,2,381266999950756352,10.684112026261536,41.266847862838205,7.035206227538246,10.684112026261536,41.266847862838205,20.075695,,,,,
18 43 53.2248017160,+43 52 32.059767288,3,2117325697617090304,280.9717580218527,43.87551698158876,0.2010538636360615,280.9717580218527,43.87551698158876,13.702061,1.0788422,2.7022064698048363,-1.943900855533294,-12.414598623976955,3.7491596
